product_no,key_index_x,draft_param1,draft_param2,draft_param3,draft_param4,draft_param5,draft_param6,draft_param7,draft_param9,draft_param10,draft_param11,key_index_y,param1,param2,param3,param4,param5,param6,param7,param8,param9,y
3759,0.99019,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.99019,13.9,13.9,0.0,1.0,6,54,0,4,3.1,-1.9661743060466947
3760,0.97701,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97701,29.096999999999998,29.096999999999998,0.0,1.0,4,43,0,4,3.6,-1.619969752032172
3761,0.95,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.95,29.4,29.4,0.0,1.0,6,1,0,2,3.6,-1.2924298239020642
3762,0.99095,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.99095,29.546,29.496,0.0,1.0,4,5,0,1,3.1,-1.9978339382434969
3763,0.9359999999999999,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9359999999999999,29.516,29.516,0.0,1.0,4,34,0,4,3.1,-1.1870866433571448
3764,0.9468700000000001,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.9468700000000001,29.3,29.3,0.0,1.0,6,1,0,5,3.6,-1.2665619729089403
3765,0.98888,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.98888,30.011999999999997,30.011999999999997,0.0,1.0,4,18,0,4,3.1,-1.9164973801697358
3766,0.92824,1,0,0,343,0.065,1.0,1.05,0.34,1,0,0.92824,28.967,28.967,0.0,1.0,4,83,0,4,3.1,-1.1381073096085543
3767,0.91333,3,0,0,342,0.065,1.0,1.05,0.34,0,0,0.91333,15.4,15.4,0.0,1.0,6,8,0,4,3.1,-1.057148993445663
3768,0.98724,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.98724,13.4,13.4,0.0,1.0,6,23,0,1,3.6,-1.861381566100511
3769,0.96959,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.96959,29.355999999999998,29.355999999999998,0.0,1.0,4,28,0,4,3.6,-1.502932063601496
3770,0.97178,1,0,0,343,0.065,1.0,1.05,0.34,1,0,0.97178,29.456,29.456,0.0,1.0,4,84,0,1,3.1,-1.5343197884017232
3771,0.9490299999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9490299999999999,29.445999999999998,29.445999999999998,0.0,1.0,6,3,0,2,3.1,-1.2842472831771408
3772,0.98039,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98039,14.2,14.2,0.0,1.0,6,24,0,1,3.1,-1.685922008220789
3773,0.9425,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9425,29.035999999999998,28.936,0.0,1.0,4,43,0,1,3.6,-1.2328441339178204
3774,0.92584,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.92584,29.002,29.002,0.0,1.0,6,11,0,2,3.1,-1.1240132285715125
3777,0.94919,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.94919,28.803,28.803,0.0,1.0,6,15,0,5,3.6,-1.2855864077128796
3778,0.74802,5,0,1,343,0.28,0.4,1.05,0.0,0,3,0.74802,29.229,29.229,0.0,1.0,4,21,0,4,3.6,-0.5969138117608304
3779,0.96931,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.96931,28.906,28.906,0.0,1.0,6,55,0,5,3.6,-1.499077760809701
3780,0.89655,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.89655,22.703000000000003,22.703000000000003,0.0,0.0,4,3,0,0,3.6,-0.9810915556836729
3781,0.9848,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9848,22.504,22.504,0.0,0.0,4,21,0,0,3.6,-1.7904849854573723
3782,0.94221,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.94221,29.155,29.155,0.0,0.0,4,4,0,4,3.1,-1.230696539810919
3783,0.9834,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9834,22.4,22.4,0.0,0.0,4,21,0,3,3.6,-1.754487332185854
3785,0.95068,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.95068,29.366999999999997,29.366999999999997,0.0,0.0,4,99,0,1,3.1,-1.2982593675627883
3787,0.9714700000000001,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.9714700000000001,21.6,21.6,0.0,0.0,4,59,0,3,3.6,-1.529736553034924
3788,0.98759,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98759,29.474,29.434,0.0,0.0,6,52,0,2,3.1,-1.8725712221484037
3789,0.97339,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.97339,21.9,21.7,0.0,0.0,4,42,0,0,3.6,-1.5589335933607382
3790,0.97344,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97344,29.2,29.2,0.0,0.0,4,1,0,4,3.6,-1.5597207867644132
3792,0.94419,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.94419,29.115,29.115,0.0,0.0,4,6,0,4,3.1,-1.245575210722742
3793,0.97093,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97093,28.935,28.935,0.0,0.0,4,16,0,1,3.6,-1.5218665718994835
3794,0.98574,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.98574,29.013,29.013,0.0,0.0,4,16,0,4,3.6,-1.81644546638114
3795,0.9339299999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9339299999999999,29.144000000000002,29.144000000000002,0.0,0.0,4,6,0,1,3.1,-1.1734716936593488
3796,0.97591,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.97591,29.363000000000003,29.363000000000003,0.0,0.0,4,18,0,4,3.1,-1.6004993386853923
3798,0.94189,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.94189,29.578000000000003,29.578000000000003,0.0,0.0,6,18,0,5,3.1,-1.2283390406511134
3799,0.9492,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9492,29.6,29.6,0.0,0.0,6,18,0,2,3.1,-1.2856702402547682
3800,0.94825,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.94825,29.636,29.636,0.0,0.0,4,6,0,4,3.1,-1.277777536030271
3801,0.9744,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9744,21.5,21.5,0.0,0.0,4,33,0,0,3.1,-1.5751183633689356
3802,0.95,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.95,13.905,13.905,0.0,0.0,6,71,0,1,3.1,-1.2924298239020642
3803,0.96396,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.96396,22.615,22.615,0.0,0.0,4,10,0,3,3.1,-1.431329021990105
3804,0.7244,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.7244,21.7,21.7,0.0,0.0,4,7,0,0,3.1,-0.5581478242267085
3805,0.9983700000000001,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9983700000000001,21.2,21.2,0.0,0.0,4,41,0,0,3.1,-2.5800442515102753
3806,0.9843,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9843,21.8,21.8,0.0,0.0,4,33,0,0,3.1,-1.7772835288524182
3807,0.97724,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.97724,29.386,29.386,0.0,0.0,4,21,0,4,3.1,-1.624153563690846
3808,0.9787899999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9787899999999999,29.730999999999998,29.730999999999998,0.0,0.0,4,22,0,4,3.6,-1.653451441451527
3809,0.9736799999999999,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.9736799999999999,29.291,29.291,0.0,0.0,4,21,0,1,3.1,-1.563519304990505
3811,0.9651299999999999,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9651299999999999,21.8,21.8,0.0,0.0,4,27,0,3,3.6,-1.445268623324034
3812,0.8820600000000001,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.8820600000000001,29.8,29.8,0.0,0.0,6,26,0,5,3.6,-0.924672065836742
3813,0.93786,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.93786,29.783,29.783,0.0,0.0,4,3,0,4,3.1,-1.1996954224438023
3814,0.9661,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.9661,29.773000000000003,29.773000000000003,0.0,0.0,4,45,0,4,3.1,-1.457174573040821
3816,0.9890200000000001,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.9890200000000001,22.2,22.2,0.0,0.0,4,48,0,0,3.1,-1.921543181946716
3817,0.98095,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98095,7.371,7.371,0.0,0.0,6,13,0,0,3.1,-1.697885623043801
3818,0.9661,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9661,29.554000000000002,29.554000000000002,0.0,0.0,4,25,0,4,3.6,-1.457174573040821
3819,0.9532200000000001,5,0,1,343,0.065,1.0,1.05,0.34,2,3,0.9532200000000001,29.883000000000003,29.883000000000003,0.0,0.0,6,7,1,2,3.6,-1.3207538545861426
3821,0.9380799999999999,3,0,0,343,0.075,1.0,1.3,0.35,1,0,0.9380799999999999,28.868000000000002,28.868000000000002,0.0,0.0,4,10,0,1,3.1,-1.201211286048751
3822,0.9842,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.9842,21.7,21.7,0.0,0.0,4,42,0,3,3.1,-1.7746907182741392
3824,0.9910700000000001,4,1,1,343,0.075,1.0,1.3,0.35,0,3,0.9910700000000001,7.454,7.454,0.0,0.0,6,8,1,0,3.6,-2.0030507515046287
3825,0.96941,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.96941,29.509,29.509,0.0,0.0,4,21,0,4,3.6,-1.5004503740948525
3826,0.96604,1,0,0,343,0.065,1.0,1.05,0.34,1,0,0.96604,21.6,21.5,0.0,0.0,4,23,0,0,3.1,-1.456428576037636
3827,0.9689399999999999,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9689399999999999,22.3,22.3,0.0,0.0,4,20,0,0,3.6,-1.4940364819818743
3828,0.95089,4,1,1,343,0.075,1.0,1.3,0.35,0,3,0.95089,7.546,7.546,0.0,0.0,6,8,1,3,3.6,-1.3000755972575244
3829,0.99529,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.99529,21.7,21.7,0.0,0.0,4,42,0,1,3.1,-2.2433638917541607
3830,0.9371,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.9371,22.0,22.0,0.0,0.0,4,12,0,3,3.6,-1.1944991418416009
3832,0.9689399999999999,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.9689399999999999,22.0,22.0,0.0,0.0,4,12,0,0,3.6,-1.4940364819818743
3833,0.9904,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9904,21.5,21.5,0.0,0.0,4,57,0,0,3.1,-1.974694134735232
3834,0.9731,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9731,21.7,21.7,0.0,0.0,4,19,0,0,3.6,-1.5543957967264037
3835,0.9288799999999999,0,1,0,343,0.065,1.0,1.05,0.34,1,4,0.9288799999999999,7.372999999999999,7.372999999999999,0.0,0.0,6,30,0,3,3.0,-1.141944281949636
3837,0.98061,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.98061,29.305999999999997,29.305999999999997,0.0,0.0,4,5,0,4,3.6,-1.690582774221862
3838,0.98601,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.98601,29.493000000000002,29.493000000000002,0.0,0.0,4,3,0,4,3.1,-1.8241983671517252
3841,0.9636100000000001,2,0,0,343,0.065,1.0,1.05,0.34,1,4,0.9636100000000001,29.3,29.3,0.0,0.0,6,17,0,2,3.0,-1.4272445348457825
3842,0.9808899999999999,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.9808899999999999,29.65,29.65,0.0,0.0,4,35,0,4,3.1,-1.6965879294032589
3843,1.0,3,0,0,343,0.065,1.0,1.05,0.34,2,1,1.0,14.95,14.95,0.0,0.0,6,5,0,4,3.1,-3.000000000000048
3844,0.9778399999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9778399999999999,21.7,21.7,0.0,0.0,4,7,0,3,3.1,-1.6352614449446021
3846,0.97929,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.97929,21.6,21.6,0.0,0.0,4,62,0,3,3.1,-1.663340176545582
3847,0.9862,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.9862,14.95,14.95,0.0,0.0,6,5,0,1,3.1,-1.8297382846050447
3848,0.9326,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9326,21.6,21.6,0.0,0.0,4,1,0,3,3.6,-1.1649438982798843
3849,0.99598,1,0,0,342,0.065,1.0,1.05,0.34,1,0,0.99598,8.5,8.5,0.0,0.0,6,27,0,0,3.1,-2.2992962828549883
3850,0.86961,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.86961,29.54,29.25,0.0,0.0,4,19,0,1,3.6,-0.8814376873643972
3851,0.9833299999999999,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.9833299999999999,30.156,30.156,0.0,0.0,4,16,0,1,3.1,-1.7527634504932368
3852,0.96906,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.96906,30.151,30.151,0.0,0.0,4,16,0,4,3.1,-1.4956650881975377
3854,0.9279999999999999,5,0,1,343,0.075,0.4,1.05,0.35,1,3,0.9279999999999999,21.482,21.381999999999998,0.0,0.0,4,15,0,3,3.6,-1.1366771398795443
3856,0.87111,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.87111,29.894000000000002,29.894000000000002,0.0,0.0,4,19,0,1,3.1,-0.8864242831994326
3857,0.90015,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.90015,21.9,21.9,0.0,0.0,4,26,0,3,3.1,-0.9963240974512163
3858,0.9792,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9792,21.7,21.5,0.0,0.0,4,25,0,3,3.1,-1.6615435063953965
3859,0.98544,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.98544,29.699,29.699,0.0,0.0,4,12,0,1,3.1,-1.8079904073463324
3861,0.96596,5,0,1,343,0.075,0.4,1.05,0.35,1,3,0.96596,21.9,21.8,0.0,0.0,4,4,1,3,3.6,-1.4554359025039587
3863,0.98711,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98711,21.561,21.361,0.0,0.0,4,21,0,3,3.1,-1.8572977542623892
3864,0.97331,5,0,1,343,0.075,0.4,1.05,0.35,1,3,0.97331,21.0,20.9,0.0,0.0,4,8,0,0,3.6,-1.5576770442544274
3866,0.9147200000000001,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9147200000000001,22.1,22.0,0.0,0.0,4,28,0,0,3.6,-1.0640898635694935
3868,0.968,1,0,0,343,0.065,1.0,1.05,0.34,1,0,0.968,29.576999999999998,29.576999999999998,0.0,0.0,4,26,0,4,3.1,-1.4814860601221136
3870,0.8498399999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,4,0.8498399999999999,21.5,21.3,0.0,0.0,4,27,0,3,3.1,-0.8205631167550232
3871,0.9530799999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9530799999999999,29.45,29.45,0.0,0.0,4,7,0,4,3.1,-1.3194831906187454
3872,0.95796,5,0,1,343,0.075,0.4,1.05,0.35,1,3,0.95796,30.061999999999998,30.061999999999998,0.0,0.0,4,8,0,4,3.6,-1.3661277373416687
3874,0.94505,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.94505,21.9,21.7,0.0,0.0,4,49,0,0,3.1,-1.2521999091356315
3875,0.97411,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97411,21.2,21.1,0.0,0.0,4,15,0,3,3.6,-1.5704091977767007
3876,0.98301,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.98301,29.476,29.476,0.0,0.0,4,27,0,1,3.1,-1.7449688366544525
3877,0.9157299999999999,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.9157299999999999,29.74,29.64,0.0,0.0,4,24,0,1,3.6,-1.0692037370167
3878,0.9608200000000001,5,0,1,342,0.065,1.0,1.05,0.34,1,3,0.9608200000000001,29.47,29.47,0.0,0.0,4,1,0,1,3.6,-1.395990067587772
3879,0.9476600000000001,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9476600000000001,29.331,29.331,0.0,0.0,4,7,0,1,3.6,-1.272946988646144
3881,0.9354399999999999,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9354399999999999,29.485,29.485,0.0,0.0,4,3,0,1,3.1,-1.1833610551015388
3882,0.9908299999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9908299999999999,29.689,29.689,0.0,0.0,4,29,0,4,3.1,-1.9926790470772549
3883,0.97946,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97946,21.6,21.5,0.0,0.0,4,31,0,0,3.6,-1.6667543010380395
3884,0.9352600000000001,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.9352600000000001,29.868000000000002,29.768,0.0,0.0,6,11,0,5,3.6,-1.1821703002543957
3885,0.034260000000000006,4,1,1,343,0.075,1.0,1.3,0.35,1,3,0.034260000000000006,22.0,22.0,0.0,0.0,4,1,1,0,3.6,-0.014690311592399684
3887,0.9841,5,0,1,343,0.28,0.4,1.05,0.0,0,3,0.9841,29.467,29.467,0.0,0.0,4,36,0,1,3.6,-1.7721132953863286
3888,0.99545,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.99545,29.37,29.37,0.0,0.0,4,34,0,4,3.6,-2.255707016877328
3889,0.9716899999999999,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.9716899999999999,21.7,21.7,0.0,0.0,4,24,0,0,3.6,-1.5329841815615652
3890,0.95278,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.95278,8.086,8.086,0.0,0.0,6,6,0,0,3.1,-1.3167727939585658
3892,0.9516899999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9516899999999999,21.2,21.2,0.0,0.0,4,3,0,3,3.6,-1.3070649974688626
3893,0.94345,3,0,0,342,0.065,1.0,1.05,0.34,1,1,0.94345,21.429000000000002,21.229,0.0,0.0,4,8,0,0,3.1,-1.2399546720341903
3894,0.9706600000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9706600000000001,14.1,14.1,0.0,0.0,6,41,0,1,3.1,-1.517984423549291
3895,0.9484,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.9484,14.055,14.055,0.0,0.0,6,28,0,1,3.6,-1.279014255846262
3896,0.8637,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.8637,23.271,23.271,0.0,0.0,4,16,0,0,3.1,-0.8623294627632453
3897,0.88581,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.88581,28.979,28.739,0.0,0.0,4,32,0,4,3.1,-0.938585221722927
3898,0.96524,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.96524,21.8,21.8,0.0,0.0,4,24,0,0,3.6,-1.4466024898761212
3899,0.975,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.975,29.349,29.349,0.0,0.0,6,19,0,2,3.6,-1.5850266520291836
3900,0.9843200000000001,3,0,0,343,0.065,1.0,1.05,0.34,2,1,0.9843200000000001,21.8,21.7,0.0,0.0,4,6,0,3,3.1,-1.777803953698285
3901,0.9480200000000001,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9480200000000001,29.734,29.734,0.0,0.0,4,12,0,1,3.6,-1.2758880460387894
3902,0.99211,2,0,0,343,0.065,1.0,1.05,0.34,1,4,0.99211,21.5,21.5,0.0,0.0,4,8,0,3,3.0,-2.051098239029794
3903,0.9810399999999999,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.9810399999999999,14.708,14.708,0.0,0.0,6,33,0,1,3.1,-1.6998394630486482
3904,0.9685,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.9685,21.6,21.4,0.0,0.0,4,36,0,3,3.6,-1.4881166390211276
3906,0.97945,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97945,14.718,14.718,0.0,0.0,6,32,0,4,3.6,-1.6665527255032526
3907,0.98767,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.98767,22.2,22.2,0.0,0.0,4,28,0,3,3.1,-1.875169850586146
3908,0.9766299999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9766299999999999,14.6,14.6,0.0,0.0,6,13,0,4,3.1,-1.6131444708152756
3909,0.97795,5,0,1,342,0.075,1.0,1.3,0.35,1,3,0.97795,21.7,21.7,0.0,0.0,4,36,0,0,3.6,-1.6373290702743348
3910,0.94396,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.94396,8.196,8.196,0.0,0.0,6,23,0,3,3.1,-1.2438204831561919
3911,0.97404,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97404,29.651999999999997,29.651999999999997,0.0,0.0,4,12,0,4,3.6,-1.56928011213672
3912,0.9798399999999999,5,0,1,343,0.075,1.0,1.3,0.35,2,3,0.9798399999999999,22.2,22.2,0.0,0.0,4,21,0,0,3.6,-1.6744843366368527
3913,0.94642,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.94642,7.643,7.643,0.0,0.0,6,27,0,0,3.1,-1.2629664686661235
3915,0.9197700000000001,3,0,0,343,0.065,1.0,1.05,0.34,1,1,0.9197700000000001,29.41,29.41,0.0,0.0,4,84,0,1,3.1,-1.0902835467656564
3916,0.90566,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.90566,29.029,29.029,0.0,0.0,4,50,0,4,3.6,-1.0207248524089774
3917,0.8351799999999999,3,0,0,342,0.065,1.0,1.05,0.34,1,0,0.8351799999999999,29.78,29.78,0.0,0.0,4,21,0,4,3.1,-0.7803630891910369
3918,0.94476,3,0,0,342,0.065,1.0,1.05,0.34,1,1,0.94476,29.643,29.643,0.0,0.0,4,16,0,4,3.1,-1.2499546879882337
3920,0.93735,5,0,1,343,0.065,1.0,1.05,0.34,1,3,0.93735,29.48,29.48,0.0,0.0,4,9,0,4,3.6,-1.1962015920103266
3922,0.97321,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.97321,7.5,7.5,0.0,0.0,6,17,0,3,3.6,-1.5561114532226301
3924,0.8890100000000001,3,0,0,343,0.065,1.0,1.05,0.34,0,0,0.8890100000000001,29.56,29.56,0.0,0.0,4,47,0,1,3.1,-0.9508207553540338
3927,0.9785299999999999,3,0,0,343,0.065,1.0,1.0,0.34,1,1,0.9785299999999999,29.601,29.601,0.0,0.0,6,5,0,5,3.1,-1.6483969275808712
3928,0.8579399999999999,3,0,0,343,0.065,1.0,1.0,0.34,1,1,0.8579399999999999,29.643,29.643,0.0,0.0,6,5,0,2,3.1,-0.8444817792915885
3929,0.99325,3,0,0,343,0.065,1.0,1.05,0.34,0,1,0.99325,29.634,29.634,0.0,0.0,4,71,0,1,3.1,-2.110698297493694
3930,0.9615299999999999,5,0,1,343,0.28,0.4,1.05,0.0,1,3,0.9615299999999999,28.9,28.9,0.0,0.0,4,12,0,1,3.6,-1.4037328736044845
3931,0.9785,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9785,29.656,29.656,0.0,0.0,4,55,0,4,3.1,-1.6478174818886404
3933,0.95814,4,0,1,343,0.075,1.0,1.3,0.35,1,3,0.95814,29.426,29.426,0.0,0.0,4,2,0,1,3.6,-1.3679478332941912
3934,0.9392799999999999,3,0,0,343,0.065,1.0,1.05,0.34,1,0,0.9392799999999999,29.596,29.596,0.0,0.0,4,13,0,4,3.1,-1.2095740826088894
3935,0.95578,5,0,1,343,0.075,1.0,1.3,0.35,0,3,0.95578,29.459,29.459,0.0,0.0,4,30,0,4,3.6,-1.3446694419906597
3936,0.97014,3,0,0,343,0.065,1.0,1.05,0.34,2,0,0.97014,14.0,14.0,0.0,0.0,6,26,0,4,3.1,-1.510604078272872
3937,0.9468700000000001,4,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9468700000000001,21.0,21.0,0.0,0.0,4,1,0,3,3.6,-1.2665619729089403
3938,0.9770399999999999,5,0,1,343,0.075,1.0,1.3,0.35,1,3,0.9770399999999999,21.019000000000002,21.019000000000002,0.0,0.0,4,18,0,3,3.6,-1.6205131862827267
